tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;pdcch_cce_utilization_pct;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
1844;8;1;50;50,0;466,0;46600;46600;46600,0;10,75;18,66;2095027;1118,0;25;22;88,0;25,6;23,7;100,0;8;0;12,9351;12,5;6,7069;14,5284;2,49;46600,0;46600,0;46600,0;0,0;2,0;15,0;11,0;4,0;-4,76;36,45;13,64;100,0;0;0;4,66;4,66;4,66;0,0;41,27;50,42;0,0;0,0;0,125;237514375000000,0;15411501,39
1845;8;1;50;50,0;429,0;42900;42900;42900,0;10,75;18,64;2093149;985,6;25;22;88,0;21,5;23,4;100,0;8;0;12,8566;12,5;4,3079;15,7615;3,39;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;5,0;-5,38;36,19;13,63;100,0;0;0;4,29;4,29;4,29;0,0;43,82;49,25;0,0;0,0;0,125;201294843750000,0;14187841,41
1846;8;1;50;50,0;429,0;42900;42900;42900,0;10,75;17,96;2095434;1756,2;25;22;88,0;32,7;33,1;100,0;8;0;12,8497;12,5;4,3165;15,5322;3,37;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;5,0;-8,16;36,11;14,03;100,0;0;0;4,29;4,29;4,29;0,0;43,82;49,12;0,0;0,0;0,125;201294843750000,0;14187841,41
1847;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,34;2090907;1246,8;25;23;92,0;44,6;58,8;100,0;8;0;12,4823;12,5;4,3252;14,5806;3,18;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-9,02;35,73;14,0;100,0;0;0;4,92;4,92;4,92;0,0;44,16;49,8;0,0;0,0;0,125;264757500000000,0;16271370,56
1848;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;16,93;2089919;797,2;25;23;92,0;18,8;22,5;100,0;8;0;12,0528;12,5;4,3338;14,5307;3,13;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-6,82;35,23;13,31;100,0;0;0;4,92;4,92;4,92;0,0;44,91;51,69;0,0;0,0;0,125;264757500000000,0;16271370,56
1849;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;16,76;2093920;784,7;25;23;92,0;19,3;20,8;100,0;8;0;12,2608;12,5;4,3425;14,49;3,17;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-4,81;34,53;12,62;100,0;0;0;4,92;4,92;4,92;0,0;43,62;51,87;0,0;0,0;0,125;264757500000000,0;16271370,56
1850;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;16,88;2093811;887,8;25;23;92,0;19,1;24,4;100,0;8;0;12,5942;12,5;6,7879;14,4429;2,55;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-4,6;33,65;12,28;100,0;0;0;4,92;4,92;4,92;0,0;40,69;49,36;0,0;0,0;0,125;264757500000000,0;16271370,56
1851;8;1;50;50,0;429,0;42900;42900;42900,0;10,62;17,06;2091440;841,7;25;23;92,0;19,1;22,3;100,0;8;0;12,7132;12,5;4,3599;15,4328;3,31;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;5,0;-5,89;32,95;12,4;100,0;0;0;4,29;4,29;4,29;0,0;42,86;46,54;0,0;0,0;0,125;201294843750000,0;14187841,41
1852;8;1;50;50,0;429,0;42900;42900;42900,0;10,75;16,88;2090896;941,2;25;23;92,0;18,0;22,7;100,0;8;0;12,8985;12,5;4,3687;15,2132;3,28;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;5,0;-8,44;32,22;12,81;100,0;0;0;4,29;4,29;4,29;0,0;42,57;44,46;0,0;0,0;0,125;201294843750000,0;14187841,41
1853;8;1;50;50,0;429,0;42900;42900;42900,0;10,75;16,69;2094798;831,9;25;23;92,0;19,1;21,2;100,0;8;0;12,8938;12,5;4,3774;15,0;3,26;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;5,0;-9,52;32,1;13,05;100,0;0;0;4,29;4,29;4,29;0,0;42,57;44,41;0,0;0,0;0,125;201294843750000,0;14187841,41
1854;8;1;50;50,0;466,0;46600;46600;46600,0;10,75;16,74;2094552;873,6;25;22;88,0;19,9;21,8;100,0;8;0;12,8237;12,5;4,3862;14,5949;3,23;46600,0;46600,0;46600,0;0,0;1,0;15,0;11,0;5,0;-7,51;31,82;12,43;100,0;0;0;4,66;4,66;4,66;0,0;42,82;44,38;0,0;0,0;0,125;237514375000000,0;15411501,39
1855;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;17,02;2096352;998,8;25;22;88,0;30,5;21,8;100,0;8;0;12,8212;12,5;4,395;14,5099;3,22;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-6,41;31,69;12,07;100,0;0;0;4,92;4,92;4,92;0,0;42,82;43,04;0,0;0,0;0,125;264757500000000,0;16271370,56
1856;8;1;50;50,0;429,0;42900;42900;42900,0;10,88;17,4;2096232;792,4;25;22;88,0;18,9;21,1;100,0;8;0;13,0311;12,5;4,4038;14,8522;3,29;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;5,0;-7,2;31,76;12,26;100,0;0;0;4,29;4,29;4,29;0,0;42,5;40,8;0,0;0,0;0,125;201294843750000,0;14187841,41
1857;8;1;50;50,0;279,0;27900;27900;27900,0;11,25;17,67;2093304;922,5;25;21;84,0;20,4;21,2;100,0;8;0;13,6245;12,5;4,4126;17,146;3,64;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;5,0;-9,46;32,44;12,93;100,0;0;0;2,79;2,79;2,79;0,0;41,4;39,09;0,0;0,0;0,125;85138593750000,0;9227057,7
1858;8;1;50;50,0;279,0;27900;27900;27900,0;11,38;17,8;2095414;1016,2;25;21;84,0;19,6;21,9;100,0;8;0;13,6601;12,5;4,4214;16,8736;3,63;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;5,0;-11,98;33,19;13,8;100,0;0;0;2,79;2,79;2,79;0,0;41,69;38,73;0,0;0,0;0,125;85138593750000,0;9227057,7
1859;8;1;50;50,0;279,0;27900;27900;27900,0;11,25;18,15;2095434;1158,7;25;22;88,0;30,8;24,2;100,0;8;0;13,4917;12,5;4,4303;16,6099;3,53;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;5,0;-10,95;33,77;13,66;100,0;0;0;2,79;2,79;2,79;0,0;41,87;38,87;0,0;0,0;0,125;85138593750000,0;9227057,7
1860;8;1;50;50,0;279,0;27900;27900;27900,0;11,25;18,79;2096276;3957,8;25;22;88,0;66,5;87,9;100,0;8;0;13,4826;12,5;4,4392;16,3546;3,51;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;5,0;-8,07;34,77;13,14;100,0;0;0;2,79;2,79;2,79;0,0;41,87;39,45;0,0;0,0;0,125;85138593750000,0;9227057,7
1861;8;1;50;50,0;327,0;32700;32700;32700,0;11,5;19,43;2096080;1610,7;25;20;80,0;35,7;33,6;100,0;8;0;14,1324;12,5;6,939;18,8784;3,11;32700,0;32700,0;32700,0;0,0;2,0;15,0;12,0;4,0;-3,88;35,44;12,28;100,0;0;0;3,27;3,27;3,27;0,0;38,15;40,16;0,0;0,0;0,125;116953593750000,0;10814508,48
1862;8;1;50;50,0;327,0;32700;32700;32700,0;11,62;19,96;2094349;4468,5;25;20;80,0;633,0;160,6;100,0;8;0;14,6493;12,5;11,2316;18,5468;1,9;32700,0;32700,0;32700,0;0,0;3,0;15,0;12,0;4,0;-1,59;36,02;11,93;100,0;0;0;3,27;3,27;3,27;0,0;35,45;40,47;0,0;0,0;0,125;116953593750000,0;10814508,48
1863;8;1;50;50,0;327,0;32700;32700;32700,0;11,5;20,11;2093214;1283,7;25;20;80,0;27,5;24,5;100,0;8;0;14,4224;12,5;11,2541;18,227;1,88;32700,0;32700,0;32700,0;0,0;3,0;15,0;12,0;4,0;-1,09;36,45;12,0;100,0;0;0;3,27;3,27;3,27;0,0;35,85;41,28;0,0;0,0;0,125;116953593750000,0;10814508,48
1864;8;1;50;50,0;327,0;32700;32700;32700,0;11,62;20,29;2095999;1739,7;25;20;80,0;37,5;34,8;100,0;8;0;14,6202;12,5;11,2766;17,9183;1,73;32700,0;32700,0;32700,0;0,0;3,0;15,0;12,0;4,0;-1,92;36,89;12,28;100,0;0;0;3,27;3,27;3,27;0,0;35,45;40,85;0,0;0,0;0,125;116953593750000,0;10814508,48
1865;8;1;50;50,0;327,0;32700;32700;32700,0;11,75;20,37;2094575;1984,0;25;20;80,0;28,1;24,8;100,0;8;0;14,9784;12,5;11,2992;17,6202;1,72;32700,0;32700,0;32700,0;0,0;3,0;15,0;12,0;4,0;-2,54;37,05;12,44;100,0;0;0;3,27;3,27;3,27;0,0;34,24;40,37;0,0;0,0;0,125;116953593750000,0;10814508,48
1866;8;1;50;50,0;327,0;32700;32700;32700,0;11,75;20,7;2094558;911,3;25;19;76,0;21,3;21,9;100,0;8;0;15,0814;12,5;11,3218;17,3322;1,7;32700,0;32700,0;32700,0;0,0;3,0;15,0;12,0;4,0;-2,14;37,12;12,25;100,0;0;0;3,27;3,27;3,27;0,0;33,71;38,77;0,0;0,0;0,125;116953593750000,0;10814508,48
1867;8;1;50;50,0;380,0;38000;38000;38000,0;11,88;20,73;2096469;2391,1;25;19;76,0;131,9;61,9;100,0;8;0;15,418;12,5;11,3445;19,8177;2,22;38000,0;38000,0;38000,0;0,0;3,0;15,0;12,0;4,0;-2,47;36,93;12,31;100,0;0;0;3,8;3,8;3,8;0,0;33,0;38,43;0,0;0,0;0,125;157937500000000,0;12567318,73
1868;8;1;50;50,0;380,0;38000;38000;38000,0;11,62;20,27;2096554;941,6;25;19;76,0;21,0;22,9;100,0;8;0;14,8014;12,5;7,0369;19,4517;3,31;38000,0;38000,0;38000,0;0,0;2,0;15,0;12,0;4,0;-2,86;36,3;12,25;100,0;0;0;3,8;3,8;3,8;0,0;35,71;38,89;0,0;0,0;0,125;157937500000000,0;12567318,73
1869;8;1;50;50,0;380,0;38000;38000;38000,0;11,38;19,83;2095136;1665,4;25;21;84,0;38,6;33,9;100,0;8;0;14,4734;12,5;7,0509;19,0992;3,21;38000,0;38000,0;38000,0;0,0;2,0;15,0;11,0;4,0;-3,46;36,4;12,32;100,0;0;0;3,8;3,8;3,8;0,0;35,96;39,81;0,0;0,0;0,125;157937500000000,0;12567318,73
1870;8;1;50;50,0;380,0;38000;38000;38000,0;11,25;19,31;2093832;943,1;25;21;84,0;21,8;22,3;100,0;8;0;14,2601;12,5;7,0651;18,7597;3,24;38000,0;38000,0;38000,0;0,0;2,0;15,0;11,0;4,0;-4,59;36,38;12,5;100,0;0;0;3,8;3,8;3,8;0,0;36,31;40,61;0,0;0,0;0,125;157937500000000,0;12567318,73
1871;8;1;50;50,0;380,0;38000;38000;38000,0;11,12;18,87;2092318;1891,3;25;20;80,0;39,5;31,6;100,0;8;0;13,8764;12,5;4,538;18,4323;4,14;38000,0;38000,0;38000,0;0,0;1,0;15,0;11,0;4,0;-6,61;36,26;12,79;100,0;0;0;3,8;3,8;3,8;0,0;39,8;39,99;0,0;0,0;0,125;157937500000000,0;12567318,73
1872;8;1;50;50,0;380,0;38000;38000;38000,0;11,25;18,65;2090650;909,8;25;20;80,0;19,7;23,5;100,0;8;0;13,9217;12,5;4,5471;18,1165;4,14;38000,0;38000,0;38000,0;0,0;1,0;15,0;11,0;4,0;-6,87;35,71;12,58;100,0;0;0;3,8;3,8;3,8;0,0;39,94;38,69;0,0;0,0;0,125;157937500000000,0;12567318,73
1873;8;1;50;50,0;380,0;38000;38000;38000,0;11,62;18,81;2090494;924,5;25;20;80,0;20,8;28,1;100,0;8;0;14,491;12,5;7,1076;17,8117;3,26;38000,0;38000,0;38000,0;0,0;2,0;15,0;12,0;4,0;-3,9;34,87;11,38;100,0;0;0;3,8;3,8;3,8;0,0;36,73;36,24;0,0;0,0;0,125;157937500000000,0;12567318,73
1874;8;1;50;50,0;429,0;42900;42900;42900,0;11,75;18,85;2089430;2261,6;25;20;80,0;35,7;31,7;100,0;8;0;14,7611;12,5;7,1218;19,776;3,56;42900,0;42900,0;42900,0;0,0;2,0;15,0;12,0;4,0;-3,01;33,56;10,74;100,0;0;0;4,29;4,29;4,29;0,0;36,3;33,43;0,0;0,0;0,125;201294843750000,0;14187841,41
1875;8;1;50;50,0;429,0;42900;42900;42900,0;11,75;18,52;2088839;1811,4;25;20;80,0;35,3;35,5;100,0;8;0;14,884;12,5;7,1361;19,4115;3,36;42900,0;42900,0;42900,0;0,0;2,0;15,0;12,0;4,0;-4,2;33,27;10,77;100,0;0;0;4,29;4,29;4,29;0,0;35,54;31,95;0,0;0,0;0,125;201294843750000,0;14187841,41
1876;8;1;50;50,0;429,0;42900;42900;42900,0;11,5;18,06;2089984;963,5;25;20;80,0;21,6;23,3;100,0;8;0;14,4822;12,5;4,5836;19,0606;4,03;42900,0;42900,0;42900,0;0,0;1,0;15,0;12,0;4,0;-7,35;33,22;11,48;100,0;0;0;4,29;4,29;4,29;0,0;38,4;30,99;0,0;0,0;0,125;201294843750000,0;14187841,41
1877;8;1;50;50,0;429,0;42900;42900;42900,0;11,62;18,05;2090461;1806,3;25;19;76,0;32,5;34,5;100,0;8;0;14,6135;12,5;4,5928;18,7224;3,99;42900,0;42900,0;42900,0;0,0;1,0;15,0;12,0;4,0;-9,05;33,62;12,02;100,0;0;0;4,29;4,29;4,29;0,0;38,21;30,67;0,0;0,0;0,125;201294843750000,0;14187841,41
1878;8;1;50;50,0;429,0;42900;42900;42900,0;11,62;18,67;2087300;872,4;25;19;76,0;24,4;24,4;100,0;8;0;14,5973;12,5;4,602;18,3964;3,95;42900,0;42900,0;42900,0;0,0;1,0;15,0;12,0;4,0;-6,15;33,93;11,34;100,0;0;0;4,29;4,29;4,29;0,0;38,21;30,66;0,0;0,0;0,125;201294843750000,0;14187841,41
1879;8;1;50;50,0;429,0;42900;42900;42900,0;11,62;18,99;2083912;910,4;25;20;80,0;21,5;22,0;100,0;8;0;14,7404;12,5;7,1935;18,0818;3,04;42900,0;42900,0;42900,0;0,0;2,0;15,0;12,0;4,0;-4,17;34,25;11,0;100,0;0;0;4,29;4,29;4,29;0,0;35,45;31,92;0,0;0,0;0,125;201294843750000,0;14187841,41
1880;8;1;50;50,0;429,0;42900;42900;42900,0;11,62;18,84;2080352;1404,7;25;20;80,0;29,0;34,5;100,0;8;0;14,7274;12,5;7,2079;17,7782;3,0;42900,0;42900,0;42900,0;0,0;2,0;15,0;12,0;4,0;-4,66;34,41;11,32;100,0;0;0;4,29;4,29;4,29;0,0;35,45;33,76;0,0;0,0;0,125;201294843750000,0;14187841,41
1881;8;1;50;50,0;429,0;42900;42900;42900,0;11,38;18,59;2076735;931,3;25;20;80,0;20,3;22,0;100,0;8;0;14,1723;12,5;4,6297;17,4848;3,78;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;4,0;-5,66;34,67;11,8;100,0;0;0;4,29;4,29;4,29;0,0;38,81;36,03;0,0;0,0;0,125;201294843750000,0;14187841,41
1882;8;1;50;50,0;429,0;42900;42900;42900,0;11,25;18,86;2073439;883,9;25;21;84,0;20,6;22,6;100,0;8;0;14,01;12,5;4,639;17,2012;3,74;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;4,0;-5,23;34,57;11,79;100,0;0;0;4,29;4,29;4,29;0,0;38,94;35,9;0,0;0,0;0,125;201294843750000,0;14187841,41
1883;8;1;50;50,0;279,0;27900;27900;27900,0;11,5;19,57;2070819;804,2;25;21;84,0;18,3;21,1;100,0;8;0;14,8826;12,5;11,7136;17,1537;1,65;27900,0;27900,0;27900,0;0,0;3,0;15,0;12,0;4,0;-0,76;34,35;10,75;100,0;0;0;2,79;2,79;2,79;0,0;33,11;35,74;0,0;0,0;0,125;85138593750000,0;9227057,7
1884;8;1;50;50,0;100,0;10000;10000;10000,0;11,5;19,87;2073970;1495,5;25;21;84,0;20,2;21,8;100,0;8;0;15,5352;12,5;12,4434;18,6302;1,83;10000,0;10000,0;10000,0;0,0;4,0;15,0;12,0;4,0;1,49;34,47;10,36;100,0;0;0;1,0;1,0;1,0;0,0;30,74;52,13;0,0;0,0;0,125;10937500000000,0;3307189,14
1885;8;1;50;50,0;123,0;12300;12300;12300,0;11,62;19,78;2081743;981,3;25;19;76,0;22,3;23,9;100,0;8;0;16,194;12,5;10,7293;22,5182;3,4;12300,0;12300,0;12300,0;0,0;5,0;15,0;12,0;3,0;2,26;34,89;10,37;100,0;0;0;1,23;1,23;1,23;0,0;27,85;52,43;0,0;0,0;0,125;16547343750000,0;4067842,64
1886;8;1;50;50,0;327,0;32700;32700;32700,0;11,38;19,26;2088255;2367,2;25;19;76,0;37,0;36,1;100,0;8;0;15,4065;12,5;10,7508;19,8646;2,81;32700,0;32700,0;32700,0;0,0;4,0;15,0;11,0;4,0;1,44;35,28;10,78;100,0;0;0;3,27;3,27;3,27;0,0;31,06;55,98;0,0;0,0;0,125;116953593750000,0;10814508,48
1887;8;1;50;50,0;327,0;32700;32700;32700,0;11,12;18,4;2093501;1255,2;25;21;84,0;31,3;23,7;100,0;8;0;14,3383;12,5;10,1166;19,4968;3,09;32700,0;32700,0;32700,0;0,0;3,0;15,0;11,0;4,0;-1,5;35,39;11,51;100,0;0;0;3,27;3,27;3,27;0,0;34,65;43,81;0,0;0,0;0,125;116953593750000,0;10814508,48
1888;8;1;50;50,0;327,0;32700;32700;32700,0;10,88;17,55;2096170;1545,7;25;20;80,0;44,8;37,1;100,0;8;0;13,4204;12,5;4,4984;19,1427;4,78;32700,0;32700,0;32700,0;0,0;1,0;15,0;11,0;5,0;-5,29;35,38;12,28;100,0;0;0;3,27;3,27;3,27;0,0;41,49;44,9;0,0;0,0;0,125;116953593750000,0;10814508,48
1889;8;1;50;50,0;327,0;32700;32700;32700,0;11,0;17,1;2094561;860,4;25;20;80,0;21,4;22,4;100,0;8;0;13,619;12,5;4,5074;18,8016;4,65;32700,0;32700,0;32700,0;0,0;1,0;15,0;11,0;4,0;-9,12;35,72;13,0;100,0;0;0;3,27;3,27;3,27;0,0;40,91;43,15;0,0;0,0;0,125;116953593750000,0;10814508,48
1890;8;1;50;50,0;466,0;46600;46600;46600,0;11,0;17,37;2092258;925,1;25;20;80,0;21,5;22,2;100,0;8;0;13,6005;12,5;4,5165;18,6463;4,61;46600,0;46600,0;46600,0;0,0;1,0;15,0;11,0;4,0;-9,04;36,44;12,94;100,0;0;0;4,66;4,66;4,66;0,0;40,91;41,69;0,0;0,0;0,125;237514375000000,0;15411501,39
1891;8;1;50;50,0;327,0;32700;32700;32700,0;11,38;18,22;2094111;1392,0;25;18;72,0;29,5;25,0;100,0;8;0;14,2338;12,5;4,5255;18,5098;4,17;32700,0;32700,0;32700,0;0,0;1,0;15,0;11,0;4,0;-6,11;37,2;12,06;100,0;0;0;3,27;3,27;3,27;0,0;38,56;38,43;0,0;0,0;0,125;116953593750000,0;10814508,48
1892;8;1;50;50,0;466,0;46600;46600;46600,0;11,5;18,97;2093319;1041,0;25;18;72,0;33,9;34,9;100,0;8;0;14,4605;12,5;4,5346;18,3596;4,05;46600,0;46600,0;46600,0;0,0;1,0;15,0;12,0;4,0;-5,17;37,91;11,84;100,0;0;0;4,66;4,66;4,66;0,0;37,9;35,96;0,0;0,0;0,125;237514375000000,0;15411501,39
1893;8;1;50;50,0;466,0;46600;46600;46600,0;11,62;19,63;2091989;1109,0;25;20;80,0;22,5;23,7;100,0;8;0;14,6541;12,5;7,0881;18,0463;3,02;46600,0;46600,0;46600,0;0,0;2,0;15,0;12,0;4,0;-4,21;38,67;11,81;100,0;0;0;4,66;4,66;4,66;0,0;35,45;35,43;0,0;0,0;0,125;237514375000000,0;15411501,39
1894;8;1;50;50,0;429,0;42900;42900;42900,0;11,75;20,13;2089392;947,5;25;20;80,0;21,1;23,6;100,0;8;0;15,1658;12,5;11,4729;16,335;1,42;42900,0;42900,0;42900,0;0,0;3,0;15,0;12,0;4,0;-2,56;39,08;11,56;100,0;0;0;4,29;4,29;4,29;0,0;32,62;35,43;0,0;0,0;0,125;201294843750000,0;14187841,41
1895;8;1;50;50,0;429,0;42900;42900;42900,0;11,75;20,42;2085111;1245,1;25;20;80,0;26,4;25,4;100,0;8;0;15,1613;12,5;11,4959;16,0883;1,4;42900,0;42900,0;42900,0;0,0;3,0;15,0;12,0;4,0;-0,62;39,56;11,35;100,0;0;0;4,29;4,29;4,29;0,0;32,62;36,96;0,0;0,0;0,125;201294843750000,0;14187841,41
1896;8;1;50;50,0;100,0;10000;10000;10000,0;11,75;20,34;2085954;910,5;25;20;80,0;28,0;21,6;100,0;8;0;15,7772;12,5;14,0293;18,284;1,09;10000,0;10000,0;10000,0;0,0;4,0;15,0;12,0;4,0;0,47;39,8;11,34;100,0;0;0;1,0;1,0;1,0;0,0;30,31;55,74;0,0;0,0;0,125;10937500000000,0;3307189,14
1897;8;1;50;50,0;100,0;10000;10000;10000,0;11,62;20,15;2092711;2046,3;25;20;80,0;26,4;28,1;100,0;8;0;15,5203;12,5;12,0967;17,9734;1,5;10000,0;10000,0;10000,0;0,0;4,0;15,0;12,0;4,0;0,05;39,96;11,66;100,0;0;0;1,0;1,0;1,0;0,0;31,0;57,85;0,0;0,0;0,125;10937500000000,0;3307189,14
1898;8;1;50;50,0;429,0;42900;42900;42900,0;11,5;20,11;2096382;859,9;25;20;80,0;20,6;22,1;100,0;8;0;14,692;12,5;11,1343;15,9127;1,79;42900,0;42900,0;42900,0;0,0;3,0;15,0;12,0;4,0;-1,12;40,03;11,98;100,0;0;0;4,29;4,29;4,29;0,0;33,68;41,08;0,0;0,0;0,125;201294843750000,0;14187841,41
1899;8;1;50;50,0;492,0;49200;49200;49200,0;11,5;19,68;2096664;967,8;25;20;80,0;21,1;21,1;100,0;8;0;14,403;12,5;6,9064;15,7699;2,88;49200,0;49200,0;49200,0;0,0;2,0;15,0;12,0;4,0;-4,21;39,6;12,58;100,0;0;0;4,92;4,92;4,92;0,0;35,85;40,59;0,0;0,0;0,125;264757500000000,0;16271370,56
1900;8;1;50;50,0;279,0;27900;27900;27900,0;11,25;18,79;2094206;1028,7;25;20;80,0;16,7;20,6;100,0;8;0;13,8422;12,5;4,4361;15,7714;3,74;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;4,0;-9,39;39,23;13,78;100,0;0;0;2,79;2,79;2,79;0,0;39,44;41,01;0,0;0,0;0,125;85138593750000,0;9227057,7
1901;8;1;50;50,0;480,0;48000;48000;48000,0;11,38;18,96;2095417;1442,9;25;20;80,0;52,5;53,5;100,0;8;0;13,8965;12,5;4,445;16,2618;3,76;48000,0;48000,0;48000,0;0,0;1,0;15,0;11,0;4,0;-7,26;38,77;13,19;100,0;0;0;4,8;4,8;4,8;0,0;39,55;40,97;0,0;0,0;0,125;252000000000000,0;15874507,87
1902;8;1;50;50,0;480,0;48000;48000;48000,0;11,5;19,51;2096303;828,2;25;20;80,0;21,1;21,2;100,0;8;0;14,2015;12,5;6,948;16,0173;2,98;48000,0;48000,0;48000,0;0,0;2,0;15,0;12,0;4,0;-2,86;38,25;12,15;100,0;0;0;4,8;4,8;4,8;0,0;36,64;41,11;0,0;0,0;0,125;252000000000000,0;15874507,87
1903;8;1;50;50,0;492,0;49200;49200;49200,0;11,62;19,63;2096396;1078,5;25;20;80,0;23,7;22,6;100,0;8;0;14,7319;12,5;11,2462;15,8141;1,74;49200,0;49200,0;49200,0;0,0;3,0;15,0;12,0;4,0;-1,07;37,15;11,53;100,0;0;0;4,92;4,92;4,92;0,0;33,85;40,1;0,0;0,0;0,125;264757500000000,0;16271370,56
1904;8;1;50;50,0;429,0;42900;42900;42900,0;11,5;19,3;2094572;1051,0;25;20;80,0;20,3;24,0;100,0;8;0;14,3783;12,5;11,2687;15,8366;1,79;42900,0;42900,0;42900,0;0,0;3,0;15,0;12,0;4,0;-1,35;35,58;11,29;100,0;0;0;4,29;4,29;4,29;0,0;35,05;39,24;0,0;0,0;0,125;201294843750000,0;14187841,41
1905;8;1;50;50,0;480,0;48000;48000;48000,0;11,38;18,66;2093685;876,1;25;20;80,0;20,4;23,3;100,0;8;0;13,8365;12,5;6,9899;15,8436;2,91;48000,0;48000,0;48000,0;0,0;2,0;15,0;11,0;4,0;-3,4;33,78;11,34;100,0;0;0;4,8;4,8;4,8;0,0;37,8;37,66;0,0;0,0;0,125;252000000000000,0;15874507,87
1906;8;1;50;50,0;492,0;49200;49200;49200,0;11,25;17,56;2095245;853,0;25;22;88,0;20,3;22,0;100,0;8;0;13,3398;12,5;4,4897;16,0022;3,81;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-7,43;32,49;12,13;100,0;0;0;4,92;4,92;4,92;0,0;41,87;38,48;0,0;0,0;0,125;264757500000000,0;16271370,56
1907;8;1;50;50,0;492,0;49200;49200;49200,0;11,0;16,26;2091376;879,7;25;22;88,0;20,2;21,5;100,0;8;0;13,0615;12,5;4,4986;15,8547;3,67;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-12,6;31,1;13,25;100,0;0;0;4,92;4,92;4,92;0,0;41,91;39,39;0,0;0,0;0,125;264757500000000,0;16271370,56
1908;8;1;50;50,0;492,0;49200;49200;49200,0;11,0;16,47;2092471;867,7;25;20;80,0;17,6;20,4;100,0;8;0;13,2257;12,5;4,5077;15,7973;3,52;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;4,0;-10,29;30,85;12,37;100,0;0;0;4,92;4,92;4,92;0,0;40,91;37,5;0,0;0,0;0,125;264757500000000,0;16271370,56
1909;8;1;50;50,0;429,0;42900;42900;42900,0;11,12;16,92;2095127;825,7;25;20;80,0;19,9;21,8;100,0;8;0;13,6551;12,5;4,5167;16,2557;3,6;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;4,0;-8,42;31,53;11,89;100,0;0;0;4,29;4,29;4,29;0,0;39,55;36,65;0,0;0,0;0,125;201294843750000,0;14187841,41
1910;8;1;50;50,0;466,0;46600;46600;46600,0;11,25;17,32;2093953;814,0;25;19;76,0;19,8;20,9;100,0;8;0;13,678;12,5;4,5257;17,3924;3,82;46600,0;46600,0;46600,0;0,0;1,0;15,0;11,0;5,0;-9,23;32,74;12,36;100,0;0;0;4,66;4,66;4,66;0,0;40,92;36,53;0,0;0,0;0,125;237514375000000,0;15411501,39
