tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;pdcch_cce_utilization_pct;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
1382;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;16,12;2095260;1388,1;25;23;92,0;26,4;33,5;100,0;8;0;13,3314;12,5;7,6099;15,5265;2,94;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-3,83;41,45;12,65;100,0;0;0;4,92;4,92;4,92;0,0;41,32;57,23;0,0;0,0;0,125;264757500000000,0;16271370,56
1383;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;16,33;2092213;1825,4;25;23;92,0;37,1;39,9;100,0;8;0;13,7735;12,5;8,0105;15,3829;2,39;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-1,81;42,09;12,65;100,0;0;0;4,92;4,92;4,92;0,0;39,85;60,01;0,0;0,0;0,125;264757500000000,0;16271370,56
1384;8;1;50;50,0;100,0;10000;10000;10000,0;10,5;17,04;2093215;1015,1;25;23;92,0;25,2;23,1;100,0;8;0;14,8158;12,5;9,1447;19,5907;2,66;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;1,29;42,39;12,09;100,0;0;0;1,0;1,0;1,0;0,0;35,95;70,95;0,0;0,0;0,125;10937500000000,0;3307189,14
1385;8;1;50;50,0;123,0;12300;12300;12300,0;10,62;17,5;2095718;1485,8;25;23;92,0;31,5;32,9;100,0;8;0;15,3488;12,5;9,163;23,6568;3,7;12300,0;12300,0;12300,0;0,0;5,0;15,0;11,0;4,0;2,6;42,35;11,83;100,0;0;0;1,23;1,23;1,23;0,0;33,59;67,6;0,0;0,0;0,125;16547343750000,0;4067842,64
1386;8;1;50;50,0;123,0;12300;12300;12300,0;10,75;17,56;2096348;1058,1;25;23;92,0;22,1;22,8;100,0;8;0;15,5587;12,5;11,186;23,1327;3,16;12300,0;12300,0;12300,0;0,0;5,0;15,0;11,0;3,0;2,43;41,99;11,81;100,0;0;0;1,23;1,23;1,23;0,0;32,47;67,26;0,0;0,0;0,125;16547343750000,0;4067842,64
1387;8;1;50;50,0;100,0;10000;10000;10000,0;10,5;17,44;2096170;1315,7;25;23;92,0;30,6;32,1;100,0;8;0;14,7414;12,5;9,1997;18,3998;2,4;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;1,18;41,51;12,04;100,0;0;0;1,0;1,0;1,0;0,0;35,95;69,04;0,0;0,0;0,125;10937500000000,0;3307189,14
1388;8;1;50;50,0;201,0;20100;20100;20100,0;10,38;16,99;2096539;959,4;25;23;92,0;20,8;21,6;100,0;8;0;13,8905;12,5;9,2181;15,4785;2,18;20100,0;20100,0;20100,0;0,0;3,0;15,0;10,0;4,0;-1,45;40,74;12,48;100,0;0;0;2,01;2,01;2,01;0,0;38,54;56,43;0,0;0,0;0,125;44188593750000,0;6647450,17
1389;8;1;50;50,0;429,0;42900;42900;42900,0;10,25;16,44;2096548;2840,3;25;23;92,0;49,2;36,2;100,0;8;0;13,2523;12,5;4,5303;15,8412;3,87;42900,0;42900,0;42900,0;0,0;1,0;15,0;10,0;5,0;-6,34;39,85;13,24;100,0;0;0;4,29;4,29;4,29;0,0;44,11;54,62;0,0;0,0;0,125;201294843750000,0;14187841,41
1390;8;1;50;50,0;429,0;42900;42900;42900,0;10,5;16,76;2093916;1402,1;25;23;92,0;31,8;33,2;100,0;8;0;13,8162;12,5;7,0815;15,6095;2,88;42900,0;42900,0;42900,0;0,0;2,0;15,0;10,0;4,0;-4,51;38,53;12,53;100,0;0;0;4,29;4,29;4,29;0,0;40,12;51,86;0,0;0,0;0,125;201294843750000,0;14187841,41
1391;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;17,29;2093009;1159,0;25;21;84,0;27,2;38,3;100,0;8;0;14,6007;12,5;11,4623;15,5512;1,38;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-1,56;37,92;11,75;100,0;0;0;4,92;4,92;4,92;0,0;36,55;50,01;0,0;0,0;0,125;264757500000000,0;16271370,56
1392;8;1;50;50,0;100,0;10000;10000;10000,0;10,88;17,51;2092826;1022,1;25;21;84,0;27,9;29,4;100,0;8;0;15,4413;12,5;13,2688;18,2305;1,26;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;-0,44;37,8;11,51;100,0;0;0;1,0;1,0;1,0;0,0;33,92;49,53;0,0;0,0;0,125;10937500000000,0;3307189,14
1393;8;1;50;50,0;429,0;42900;42900;42900,0;10,75;17,5;2096177;1525,9;25;21;84,0;26,0;25,5;100,0;8;0;14,6002;12,5;11,2907;15,4465;1,43;42900,0;42900,0;42900,0;0,0;3,0;15,0;11,0;4,0;-0,6;37,94;11,6;100,0;0;0;4,29;4,29;4,29;0,0;36,55;49,89;0,0;0,0;0,125;201294843750000,0;14187841,41
1394;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;17,37;2094625;1307,0;25;21;84,0;31,2;25,7;100,0;8;0;14,5981;12,5;11,3133;15,4713;1,41;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-1,43;38,11;11,86;100,0;0;0;4,92;4,92;4,92;0,0;36,55;50,66;0,0;0,0;0,125;264757500000000,0;16271370,56
1395;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;16,93;2093902;1397,1;25;23;92,0;30,0;30,4;100,0;8;0;13,6416;12,5;7,0175;15,8424;2,86;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-4,26;38,23;12,54;100,0;0;0;4,92;4,92;4,92;0,0;40,96;51,69;0,0;0,0;0,125;264757500000000,0;16271370,56
1396;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,09;2096310;1324,9;25;23;92,0;25,2;29,4;100,0;8;0;13,636;12,5;7,0315;15,6107;2,84;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-3,74;38,79;12,59;100,0;0;0;4,92;4,92;4,92;0,0;40,96;52,36;0,0;0,0;0,125;264757500000000,0;16271370,56
1397;8;1;50;50,0;201,0;20100;20100;20100,0;10,62;17,6;2096134;1302,6;25;23;92,0;30,6;32,5;100,0;8;0;14,1733;12,5;11,3814;15,5038;1,7;20100,0;20100,0;20100,0;0,0;3,0;15,0;11,0;4,0;-0,53;39,86;12,23;100,0;0;0;2,01;2,01;2,01;0,0;38,21;53,67;0,0;0,0;0,125;44188593750000,0;6647450,17
1398;8;1;50;50,0;100,0;10000;10000;10000,0;10,75;17,96;2096275;1264,9;25;23;92,0;36,0;31,6;100,0;8;0;15,0073;12,5;11,4578;18,1019;1,76;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;0,33;40,65;12,36;100,0;0;0;1,0;1,0;1,0;0,0;35,65;68,84;0,0;0,0;0,125;10937500000000,0;3307189,14
1399;8;1;50;50,0;100,0;10000;10000;10000,0;10,75;18,0;2096110;932,4;25;23;92,0;20,8;22,1;100,0;8;0;14,9948;12,5;11,4808;17,7975;1,7;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;0,2;41,24;12,64;100,0;0;0;1,0;1,0;1,0;0,0;35,65;70,19;0,0;0,0;0,125;10937500000000,0;3307189,14
1400;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,84;2096262;1555,5;25;23;92,0;33,2;34,3;100,0;8;0;13,9361;12,5;11,0272;15,5755;1,95;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-1,06;41,73;13,07;100,0;0;0;4,92;4,92;4,92;0,0;38,69;56,97;0,0;0,0;0,125;264757500000000,0;16271370,56
1401;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;17,2;2093578;993,5;25;23;92,0;22,0;22,6;100,0;8;0;13,1478;12,5;6,84;15,5095;3,19;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-3,93;41,89;13,83;100,0;0;0;4,92;4,92;4,92;0,0;42,46;59,65;0,0;0,0;0,125;264757500000000,0;16271370,56
1402;8;1;50;50,0;327,0;32700;32700;32700,0;10,0;16,67;2089193;1969,5;25;23;92,0;51,4;77,1;100,0;8;0;12,6901;12,5;4,3934;15,4719;3,96;32700,0;32700,0;32700,0;0,0;1,0;15,0;10,0;5,0;-6,43;41,74;14,49;100,0;0;0;3,27;3,27;3,27;0,0;46,64;61,95;0,0;0,0;0,125;116953593750000,0;10814508,48
1403;8;1;50;50,0;492,0;49200;49200;49200,0;10,0;16,41;2089338;1689,9;25;19;76,0;40,3;31,2;100,0;8;1;12,7108;12,5;4,4022;15,4967;4,22;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-6,75;41,24;14,63;100,0;0;0;4,92;4,92;4,92;0,0;47,7;63,53;0,0;0,0;0,125;264757500000000,0;16271370,56
1404;8;1;50;50,0;201,0;20100;20100;20100,0;10,12;16,67;2092108;1002,3;25;23;92,0;25,3;24,0;100,0;8;0;12,9178;12,5;4,411;15,4667;3,93;20100,0;20100,0;20100,0;0,0;1,0;15,0;10,0;5,0;-6,94;40,69;14,36;100,0;0;0;2,01;2,01;2,01;0,0;46,18;60,0;0,0;0,0;0,125;44188593750000,0;6647450,17
1405;8;1;50;50,0;429,0;42900;42900;42900,0;10,38;17,06;2093613;1099,9;25;23;92,0;20,5;22,8;100,0;8;0;13,2802;12,5;4,4199;15,5654;3,86;42900,0;42900,0;42900,0;0,0;1,0;15,0;10,0;5,0;-6,76;39,83;13,96;100,0;0;0;4,29;4,29;4,29;0,0;44,68;55,69;0,0;0,0;0,125;201294843750000,0;14187841,41
1406;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,61;2095968;1395,7;25;23;92,0;23,5;23,1;100,0;8;0;13,5046;12,5;4,4287;15,5061;3,54;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-6,44;38,69;13,49;100,0;0;0;4,92;4,92;4,92;0,0;43,64;50,67;0,0;0,0;0,125;264757500000000,0;16271370,56
1407;8;1;50;50,0;466,0;46600;46600;46600,0;10,75;18,1;2092811;831,8;25;22;88,0;21,1;22,0;100,0;8;0;13,9428;12,5;4,4376;16,6985;3,71;46600,0;46600,0;46600,0;0,0;1,0;15,0;11,0;5,0;-5,97;37,84;13,31;100,0;0;0;4,66;4,66;4,66;0,0;43,07;48,24;0,0;0,0;0,125;237514375000000,0;15411501,39
1408;8;1;50;50,0;429,0;42900;42900;42900,0;11,0;18,69;2091614;1116,1;25;22;88,0;26,8;30,4;100,0;8;0;14,5022;12,5;6,9365;17,974;3,12;42900,0;42900,0;42900,0;0,0;2,0;15,0;11,0;4,0;-4,19;37,56;13,05;100,0;0;0;4,29;4,29;4,29;0,0;39,89;47,58;0,0;0,0;0,125;201294843750000,0;14187841,41
1409;8;1;50;50,0;429,0;42900;42900;42900,0;11,12;19,08;2094047;924,1;25;22;88,0;22,8;23,0;100,0;8;0;15,0239;12,5;11,2276;17,674;1,86;42900,0;42900,0;42900,0;0,0;3,0;15,0;11,0;4,0;-2,09;37,7;12,76;100,0;0;0;4,29;4,29;4,29;0,0;37,18;48,08;0,0;0,0;0,125;201294843750000,0;14187841,41
1410;8;1;50;50,0;466,0;46600;46600;46600,0;11,0;19,07;2089419;2504,5;25;22;88,0;44,4;45,9;100,0;8;0;14,7651;12,5;11,2501;16,5063;1,59;46600,0;46600,0;46600,0;0,0;3,0;15,0;11,0;4,0;-0,95;38,46;12,83;100,0;0;0;4,66;4,66;4,66;0,0;37,48;50,49;0,0;0,0;0,125;237514375000000,0;15411501,39
1411;8;1;50;50,0;480,0;48000;48000;48000,0;10,88;18,74;2094301;972,9;25;18;72,0;21,9;29,7;100,0;8;1;14,1577;12,5;11,2726;16,7426;1,79;48000,0;48000,0;48000,0;0,0;3,0;15,0;11,0;4,0;-1,4;39,48;13,4;100,0;0;0;4,8;4,8;4,8;0,0;39,93;54,53;0,0;0,0;0,125;252000000000000,0;15874507,87
1412;8;1;50;50,0;480,0;48000;48000;48000,0;10,62;18,47;2093611;1120,2;25;24;96,0;27,9;24,6;100,0;8;0;13,5074;12,5;6,9923;16,4831;3,26;48000,0;48000,0;48000,0;0,0;2,0;15,0;11,0;5,0;-3,02;40,25;14,17;100,0;0;0;4,8;4,8;4,8;0,0;42,86;57,61;0,0;0,0;0,125;252000000000000,0;15874507,87
1413;8;1;50;50,0;480,0;48000;48000;48000,0;10,62;18,56;2088984;935,9;25;24;96,0;21,5;21,9;100,0;8;0;13,4989;12,5;7,0063;16,2318;3,23;48000,0;48000,0;48000,0;0,0;2,0;15,0;11,0;5,0;-3,68;41,93;14,75;100,0;0;0;4,8;4,8;4,8;0,0;42,86;59,59;0,0;0,0;0,125;252000000000000,0;15874507,87
1414;8;1;50;50,0;480,0;48000;48000;48000,0;11,0;19,41;2086773;1675,8;25;22;88,0;35,1;34,6;100,0;8;0;14,5318;12,5;11,3405;15,9883;1,56;48000,0;48000,0;48000,0;0,0;3,0;15,0;11,0;4,0;-2,08;43,0;14,49;100,0;0;0;4,8;4,8;4,8;0,0;38,3;57,06;0,0;0,0;0,125;252000000000000,0;15874507,87
1415;8;1;50;50,0;480,0;48000;48000;48000,0;11,0;19,92;2082261;1465,0;25;22;88,0;26,6;28,2;100,0;8;0;14,5274;12,5;11,3632;15,7522;1,54;48000,0;48000,0;48000,0;0,0;3,0;15,0;11,0;4,0;-0,76;43,95;14,44;100,0;0;0;4,8;4,8;4,8;0,0;38,3;56,76;0,0;0,0;0,125;252000000000000,0;15874507,87
1416;8;1;50;50,0;100,0;10000;10000;10000,0;10,75;19,9;2077749;1354,0;25;24;96,0;23,1;23,6;100,0;8;1;14,4172;12,5;10,962;18,073;2,34;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;0,42;44,61;14,54;100,0;0;0;1,0;1,0;1,0;0,0;39,4;73,08;0,0;0,0;0,125;10937500000000,0;3307189,14
1417;8;1;50;50,0;100,0;10000;10000;10000,0;10,5;19,35;2082713;1612,7;25;24;96,0;33,1;38,5;100,0;8;1;14,0901;12,5;9,4106;17,7696;2,66;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;0,11;45,11;15,0;100,0;0;0;1,0;1,0;1,0;0,0;40,12;77,52;0,0;0,0;0,125;10937500000000,0;3307189,14
1418;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;18,98;2088941;954,1;25;24;96,0;22,4;22,4;100,0;8;1;13,1248;12,5;8,2765;15,7851;2,67;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-1,32;45,16;15,53;100,0;0;0;4,92;4,92;4,92;0,0;43,83;65,98;0,0;0,0;0,125;264757500000000,0;16271370,56
1419;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;18,92;2088100;2118,9;25;20;80,0;20,7;21,3;100,0;8;1;12,9953;12,5;6,8295;15,7407;2,96;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-4,63;45,28;15,88;100,0;0;0;4,92;4,92;4,92;0,0;44,15;63,06;0,0;0,0;0,125;264757500000000,0;16271370,56
1420;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;18,81;2091322;1079,7;25;18;72,0;23,1;23,4;100,0;8;1;12,9298;12,5;4,3867;15,6872;3,6;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-8,0;45,3;16,39;100,0;0;0;4,92;4,92;4,92;0,0;46,21;60,81;0,0;0,0;0,125;264757500000000,0;16271370,56
1421;8;1;50;50,0;380,0;38000;38000;38000,0;10,5;18,73;2095042;4286,5;25;18;72,0;88,8;41,9;100,0;8;1;13,1978;12,5;4,3954;15,7413;3,7;38000,0;38000,0;38000,0;0,0;1,0;15,0;10,0;5,0;-8,61;45,11;16,45;100,0;0;0;3,8;3,8;3,8;0,0;45,67;60,48;0,0;0,0;0,125;157937500000000,0;12567318,73
1422;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;19,17;2096356;950,4;25;18;72,0;20,2;22,5;100,0;8;1;13,5;12,5;6,8706;15,6488;2,97;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;5,0;-2,7;44,8;15,26;100,0;0;0;4,92;4,92;4,92;0,0;42,86;61,5;0,0;0,0;0,125;264757500000000,0;16271370,56
1423;8;1;50;50,0;100,0;10000;10000;10000,0;10,5;19,0;2090620;1051,0;25;18;72,0;23,6;30,5;100,0;8;1;14,0363;12,5;9,6719;17,6523;2,72;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;0,23;44,47;14,84;100,0;0;0;1,0;1,0;1,0;0,0;41,51;78,07;0,0;0,0;0,125;10937500000000,0;3307189,14
1424;8;1;50;50,0;100,0;10000;10000;10000,0;10,25;18,52;2093851;925,5;25;24;96,0;20,8;23,1;100,0;8;1;13,5218;12,5;9,3859;17,3631;3,08;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;0,73;44,13;14,89;100,0;0;0;1,0;1,0;1,0;0,0;43,29;80,41;0,0;0,0;0,125;10937500000000,0;3307189,14
1425;8;1;50;50,0;492,0;49200;49200;49200,0;9,75;17,67;2096176;2025,8;25;25;100,0;71,9;52,0;100,0;8;1;12,213;12,5;6,5709;15,668;3,23;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;5,0;-1,16;43,61;15,46;100,0;0;0;4,92;4,92;4,92;0,0;48,31;72,04;0,0;0,0;0,125;264757500000000,0;16271370,56
1426;8;1;50;50,0;492,0;49200;49200;49200,0;9,62;17,2;2094880;1640,5;25;25;100,0;23,8;25,3;100,0;8;1;11,6917;12,5;6,5841;15,6156;3,69;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-3,62;43,35;15,92;100,0;0;0;4,92;4,92;4,92;0,0;50,88;73,29;0,0;0,0;0,125;264757500000000,0;16271370,56
1427;8;1;50;50,0;492,0;49200;49200;49200,0;10,0;17,73;2095921;1517,1;25;20;80,0;38,6;33,7;100,0;8;1;12,1916;12,5;6,6893;15,5468;3,39;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-3,2;43,24;15,61;100,0;0;0;4,92;4,92;4,92;0,0;48,22;69,4;0,0;0,0;0,125;264757500000000,0;16271370,56
1428;8;1;50;50,0;492,0;49200;49200;49200,0;10,12;18,0;2094907;2189,4;25;20;80,0;70,1;30,9;100,0;8;1;12,4425;12,5;6,7027;15,5034;3,22;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-4,49;43,15;15,7;100,0;0;0;4,92;4,92;4,92;0,0;47,22;66,55;0,0;0,0;0,125;264757500000000,0;16271370,56
1429;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;18,52;2091974;1195,7;25;19;76,0;22,7;23,4;100,0;8;1;13,0473;12,5;9,7887;15,4523;2,33;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-1,77;43,06;15,23;100,0;0;0;4,92;4,92;4,92;0,0;43,83;65,65;0,0;0,0;0,125;264757500000000,0;16271370,56
1430;8;1;50;50,0;100,0;10000;10000;10000,0;10,5;18,83;2092549;1300,9;25;19;76,0;21,3;22,6;100,0;8;1;14,1149;12,5;9,8083;17,2554;2,58;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;0,15;42,79;14,83;100,0;0;0;1,0;1,0;1,0;0,0;40,96;78,77;0,0;0,0;0,125;10937500000000,0;3307189,14
1431;8;1;50;50,0;100,0;10000;10000;10000,0;10,38;18,92;2094583;1194,5;25;23;92,0;40,8;24,5;100,0;8;1;13,8516;12,5;7,8924;16,9793;3,0;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;-0,34;42,72;14,91;100,0;0;0;1,0;1,0;1,0;0,0;42,55;64,19;0,0;0,0;0,125;10937500000000,0;3307189,14
1432;8;1;50;50,0;380,0;38000;38000;38000,0;10,12;18,56;2096181;1370,7;25;23;92,0;30,4;30,2;100,0;8;1;12,5674;12,5;6,5178;15,8261;3,59;38000,0;38000,0;38000,0;0,0;2,0;15,0;10,0;5,0;-2,73;42,61;15,25;100,0;0;0;3,8;3,8;3,8;0,0;47,48;64,15;0,0;0,0;0,125;157937500000000,0;12567318,73
1433;8;1;50;50,0;380,0;38000;38000;38000,0;10,0;17,85;2094634;1405,2;25;23;92,0;41,6;33,1;100,0;8;1;12,2666;12,5;4,1864;15,5949;4,11;38000,0;38000,0;38000,0;0,0;1,0;15,0;10,0;5,0;-5,57;42,37;15,65;100,0;0;0;3,8;3,8;3,8;0,0;50,25;65,09;0,0;0,0;0,125;157937500000000,0;12567318,73
1434;8;1;50;50,0;492,0;49200;49200;49200,0;9,88;17,8;2095013;2053,9;25;23;92,0;42,1;38,2;100,0;8;1;12,0796;12,5;6,5439;15,5089;3,32;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-3,62;42,19;15,2;100,0;0;0;4,92;4,92;4,92;0,0;48,15;65,94;0,0;0,0;0,125;264757500000000,0;16271370,56
1435;8;1;50;50,0;100,0;10000;10000;10000,0;10,12;18,16;2094047;919,1;25;23;92,0;23,5;21,2;100,0;8;1;13,3542;12,5;7,9558;16,8129;2,87;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;0,97;42,3;14,39;100,0;0;0;1,0;1,0;1,0;0,0;43,17;79,21;0,0;0,0;0,125;10937500000000,0;3307189,14
1436;8;1;50;50,0;123,0;12300;12300;12300,0;10,25;18,03;2095949;972,5;25;19;76,0;19,9;22,0;100,0;8;1;13,8522;12,5;9,9268;20,358;3,32;12300,0;12300,0;12300,0;0,0;5,0;15,0;10,0;4,0;2,67;42,65;14,2;100,0;0;0;1,23;1,23;1,23;0,0;39,85;78,72;0,0;0,0;0,125;16547343750000,0;4067842,64
1437;8;1;50;50,0;123,0;12300;12300;12300,0;10,38;17,68;2095978;973,6;25;23;92,0;22,5;23,0;100,0;8;1;14,2005;12,5;10,0346;19,9714;2,91;12300,0;12300,0;12300,0;0,0;5,0;15,0;10,0;4,0;2,73;42,99;14,1;100,0;0;0;1,23;1,23;1,23;0,0;37,93;79,74;0,0;0,0;0,125;16547343750000,0;4067842,64
1438;8;1;50;50,0;100,0;10000;10000;10000,0;10,12;17,2;2096312;971,3;25;25;100,0;24,7;22,2;100,0;8;1;13,5166;12,5;9,4289;15,9346;2,41;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;0,78;43,62;14,37;100,0;0;0;1,0;1,0;1,0;0,0;40,85;83,55;0,0;0,0;0,125;10937500000000,0;3307189,14
1439;8;1;50;50,0;492,0;49200;49200;49200,0;10,0;17,07;2096112;938,7;25;25;100,0;23,4;21,8;100,0;8;1;12,7842;12,5;9,4478;15,5907;2,49;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-2,08;44,03;14,69;100,0;0;0;4,92;4,92;4,92;0,0;43,3;68,99;0,0;0,0;0,125;264757500000000,0;16271370,56
1440;8;1;50;50,0;380,0;38000;38000;38000,0;10,0;16,91;2093651;1372,9;25;19;76,0;25,3;24,8;100,0;8;1;12,5054;12,5;3,9329;15,5562;3,82;38000,0;38000,0;38000,0;0,0;1,0;15,0;10,0;5,0;-5,02;44,56;15,14;100,0;0;0;3,8;3,8;3,8;0,0;47,7;67,56;0,0;0,0;0,125;157937500000000,0;12567318,73
1441;8;1;50;50,0;492,0;49200;49200;49200,0;9,88;16,92;2095883;1832,3;25;19;76,0;23,3;23,7;100,0;8;1;12,2314;12,5;3,9408;15,5712;3,67;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-5,76;45,09;15,38;100,0;0;0;4,92;4,92;4,92;0,0;48,15;67,72;0,0;0,0;0,125;264757500000000,0;16271370,56
1442;8;1;50;50,0;492,0;49200;49200;49200,0;9,75;17,18;2093792;3211,3;25;21;84,0;87,3;83,0;100,0;8;1;11,9814;12,5;3,9487;15,5028;3,64;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-5,12;45,61;15,4;100,0;0;0;4,92;4,92;4,92;0,0;48,85;67,64;0,0;0,0;0,125;264757500000000,0;16271370,56
1443;8;1;50;50,0;201,0;20100;20100;20100,0;10,0;17,39;2093435;15318,2;25;25;100,0;53,4;38,7;100,0;8;0;12,6194;12,5;3,9566;16,4506;3,88;20100,0;20100,0;20100,0;0,0;1,0;15,0;10,0;5,0;-5,63;45,97;15,54;100,0;0;0;2,01;2,01;2,01;0,0;46,9;66,57;0,0;0,0;0,125;44188593750000,0;6647450,17
1444;8;1;50;50,0;201,0;20100;20100;20100,0;9,88;17,42;2095625;2410,3;25;25;100,0;31,4;28,3;100,0;8;0;12,3556;12,5;3,9645;16,2003;3,99;20100,0;20100,0;20100,0;0,0;1,0;15,0;10,0;5,0;-5,58;46,51;15,6;100,0;0;0;2,01;2,01;2,01;0,0;47,88;66,84;0,0;0,0;0,125;44188593750000,0;6647450,17
1445;8;1;50;50,0;201,0;20100;20100;20100,0;10,0;17,77;2095353;3639,4;25;25;100,0;41,8;55,3;100,0;8;0;12,6002;12,5;3,9724;15,9578;3,83;20100,0;20100,0;20100,0;0,0;1,0;15,0;10,0;5,0;-5,25;47,02;15,6;100,0;0;0;2,01;2,01;2,01;0,0;46,9;65,77;0,0;0,0;0,125;44188593750000,0;6647450,17
1446;8;1;50;50,0;201,0;20100;20100;20100,0;9,88;17,6;2096044;1456,9;25;25;100,0;23,8;28,2;100,0;8;0;12,3373;12,5;3,9804;15,7226;3,95;20100,0;20100,0;20100,0;0,0;1,0;15,0;10,0;5,0;-5,76;47,34;15,89;100,0;0;0;2,01;2,01;2,01;0,0;47,88;67,47;0,0;0,0;0,125;44188593750000,0;6647450,17
1447;8;1;50;50,0;492,0;49200;49200;49200,0;9,62;17,06;2096044;1414,5;25;21;84,0;31,8;71,4;100,0;8;1;11,9667;12,5;3,9884;15,5832;4,51;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-6,22;47,46;16,59;100,0;0;0;4,92;4,92;4,92;0,0;51,15;73,74;0,0;0,0;0,125;264757500000000,0;16271370,56
1448;8;1;50;50,0;492,0;49200;49200;49200,0;9,75;17,35;2092734;2881,4;25;21;84,0;85,5;46,9;100,0;8;1;12,1481;12,5;3,9964;15,5329;4,23;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-6,51;47,46;16,55;100,0;0;0;4,92;4,92;4,92;0,0;49,39;71,41;0,0;0,0;0,125;264757500000000,0;16271370,56
